complaint_id,date_received,product,sub_product,issue,sub_issue,company,state,narrative,company_response,consumer_disputed
9984635,2024-08-29,Mortgage,VA mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,Freedom Mortgage Company,FL,"Freedom Mortgage did an escrow analysis in XXXX XXXX issued a check on XX/XX/XXXX which we did not received. On XX/XX/XXXX we called Freedom Mortgage to advise we do not have the check. The representative stated they will send out a new check. On XX/XX/XXXX we received the original check and I called Freedom Mortgage to advise and the rep said we could cash the original check. She said the original check has not been voided or payment stopped. I cashed the check with our bank that day. On XX/XX/XXXX the check was declined by our bank because Freedom Mortgage issued a stop payment. I spoke with Freedom Mortgage on XX/XX/XXXX XXXX spoke with a Manager who stated that they indeed issued a stop payment on the original check and that they issued the replacement check which I should receive by XX/XX/XXXX, It is XX/XX/XXXX XXXX we still dont have the replacement check, I contacted Freedom Mortgage who said their Escrow department has not released the replacement check and that they are not allowed to call the Escrow department and had to send them an email to issue the check. She could not understand why there was no replacement check sent. She said the funds went back to their Escrow account on XX/XX/XXXX but has not issued a new check as they should have sent the check on XX/XX/XXXX XXXX that the Escrow Dept closed the request stating will issue check on XX/XX/XXXX but did not issue a check. We want our replacement check - this is our money!! XXXX is being held by Freedom Mortgage and no rep is allowed to contact the Escrow dept and said I can not speak with them.",Closed with explanation,N/A
9984399,2024-09-01,Mortgage,Conventional home mortgage,Trouble during payment process,Payment process,NEW YORK COMMUNITY BANCORP INC,OH,"At the end of XXXX of XXXX  my mortgage company Flagstar Bank had their collections call and said my payment was late. After looking into it my payment was made online. Flagstar requested proof of payment on an email. This email was sent on XX/XX/year>. Flagstar said it could take up to 14 days to review. Flagstar would continue to have their collections call looking for payment and I would have to explain to them the payment was paid and I sent proof to an email that they provided. Finally, one of the collectors suggested to check the online payment process with my checking account and that it may be stuck in that. The payment was sent to Flagstar but not processed correctly. I contacted Flagstar after finding the payment and returned to me I made the payment. I spoke to a supervisor about my late fees removed and my credit fixed. She agreed to do so because they found my email with proof of payment in XXXX. The next mortgage statement still had my late fees, and my credit was still affected. So, I called Flagstar again and spoke to a different supervisor and she said they would not remove the late fees and fix my credit. I tried to explain to her that the proof of payment was sent on XX/XX/year>, and wasn't contacted by anyone other than their collections. She still wouldn't change it.",Closed with explanation,N/A
9984302,2024-09-01,Mortgage,VA mortgage,Trouble during payment process,"Escrow, taxes, or insurance","Rocket Mortgage, LLC",VA,"This complaint had to be reopened because it closed before I could give a response. Reference complaint XXXX.

Rocket Mortgage made an inaccurate escrow analysis and then transferred my mortgage to XXXX before the analysis could be addressed. XXXX completed their own escrow analysis and determined there needed to be additional adjustments made to my payments and additional surplus money needed to be paid out from my escrow.

Rocket Mortgage said in their response that their analysis was accurate with the information that they had. Their analysis made on XXXX XX/XX/year> was flawed because their projection on my monthly payments still included some escrow holdings for real estate tax in which they were notified I was exempt from. There monthly payments totaled {$5700.00} with a {$410.00} payment to escrow.

On XXXX XX/XX/year>, XXXX with that same information was able to complete an analysis properly showing my monthly payments totaling {$5400.00} with a {$160.00} escrow payment. A surplus of {$270.00} had to be sent to me due to the over withholding of money in my escrow account.",Closed with explanation,N/A
9984055,2024-09-01,Mortgage,Home equity loan or line of credit (HELOC),Trouble during payment process,Paying off the loan,PNC Bank N.A.,NJ,"On XX/XX/year> I went to my locale PNC branch requesting a current to date payoff figure on both my Equity Loan and my Equity Line of Credit ( which since XXXX had been changed to an Installment loan ). I immediately wrote a separate check drawn from my PNC checking account for each loan.

I filled out the requested form to payoff and close out the HELOC. They prepared a XXXX  XXXX  label ( copy attched ) which was picked up that afternoon. The payment was receieved by PNC the next day.

Within a few days I received a letter of acknowlegement that my Equity Loan has been satisfied but nothing on other loan. Numerous phone calls and "" escalations '' have not provided further proof of payment. I am under a court order to have my husbands name removed from these loans or a forced sale of my home.

They are aware of thses circumstances, yet I am now forced to pay a new loan, and this loan with continued interest without any benefit to my self. I feel given the high variable rates they are doing this simply because they know they can get away with it!",Closed with explanation,N/A
9983265,2024-09-01,Mortgage,Conventional home mortgage,Trouble during payment process,Paying off the loan,"SELECT PORTFOLIO SERVICING, INC.",NY,"I am once again facing harassment, bullying, and time-wasting by SPS "" Select Portfolio Servicing ''. SPS claims I owe {$5500.00} to them for a mortgage payment. However, SPS and I have already agreed that I do not have to make any further payments. Regardless, SPS is still charging me payments and has been informed they will have to refund all these payments.

SPS refuses to let me actually make any payment. When I called into SPS today, SPS claims I must enter a payment date for my payment. Whenever I enter any payment date, SPS is claiming the date is "" invalid '', when it is not. SPS then hung up the phone on me. SPS is scheming to charge me bogus late fees for their own refusal to take my payment, when they shouldn't even be charging any sort of monthly payment at all.",Closed with explanation,N/A
9983126,2024-09-01,Mortgage,Conventional home mortgage,Applying for a mortgage or refinancing an existing mortgage,Fees or costs during the application process,CVB FINANCIAL CORP.,CA,"Demand the refund in the amount of {$XXXX} for the "" appraisal fee review '' that charged us in advance ( even before they order the appraisal report from the third party ) from XXXX XXXX Bank, XXXX, CA branch. Due to XXXX XXXX Bank 's deceptive and unfair lending practice, we forced ourselves to find another Bank to complete our loan refinancing process. The appraisal report ( we paid for more than {$XXXX} ) had been transferred to other Bank whom only charged XXXX ( appraisal review fee of {$XXXX} ) at the loan escrow closing date ( not in advance ). In fact, XXXX XXXX Bank did do anything after receiving our appraisal report from XXXX XXXX except demanding us to pay more than XXXX for other reports that no other Banks, that we contact, required for our loan refinancing process. They said they could not process our loan refinance until we send the above fund ( more than XXXX ) which we disagreed. These local ( XXXX, CA ) XXXX suggested that if we do not want to send them additional fee as requested, we could find another XXXX, which we did and were able to complete our loan refinance. This shows the fact that they have never attempted to process our loan before receiving the additional fund from us. Therefore, XXXX business bank has no reason to keep our "" appraisal review fee '' They must refund us immediately. There are so XXXX bad reviews and complaints about this Bank since they took over XXXX Bank ( our original Bank that we had the loans with ). Please review. By contacting other Banks, we found out that we are victims of XXXX XXXX Bank 's deceptive and unfair practice lending. They charged customers as much as they can, their statement : "" this is XXXX 's regulation ''. This Bank must be investigated thoroughly by XXXX.",Closed with explanation,N/A
9982500,2024-09-01,Mortgage,Conventional home mortgage,Trouble during payment process,Trying to communicate with the company to fix an issue while managing or servicing your loan,NEW YORK COMMUNITY BANCORP INC,CA,"XX/XX/year>XXXX XXXX XXXX was serving seeing my mortgage account, loan number XXXX. As of XX/XX/year> XXXX XXXX sold my loan to flagstar Bank, loan number XXXX. Sometime between XXXX of 2024 and present XXXXXXXX XXXX is now servicing my loan. When I attempted to obtain information by logging into their website it wouldn't accept my loan number it said it was the wrong number that I was missing a number but that's the only numbers on my loan paper I can't find any information about my loan my mortgage account on the phone or when I log in I'm not able to make a payment today XX/XX/year> I don't know why but it's not allowing me to and and it's telling me that I have the wrong password and I know I don't have the wrong password.. usually you're able to find out information about your loan and your last payment and all that other good stuff by calling them you don't necessarily have to speak to a live operator or anything but I'm unable to do that now they also told me that my social security number is associated with three different loans. Loan number XXXX. Loan number XXXX. Loan number XXXX. This concerns me I only have XXXX mortgage loan and it should be the one ending in XXXX. I also have my county taxes and home insurance are included in my escrow monthly payment. My monthly payment was originally {$3800.00} for XX/XX/year>. My payment for XX/XX/year> is {$3800.00} I've never been late or missed a payment and I don't know why it's a different amount nobody 's notified me about any changes. The fact is I should be able to get information on my loan no matter what time of day it is whether it's through the phone or when I log into their account but I'm unable to do that it keeps saying that they don't recognize me. And as of XX/XX/XXXX I'm unable to make a payment and nobody 's there no live operator is there to take my call and I'm unable to do it through the phone system and I'm unable to do it when I log on to their App.",Closed with explanation,N/A
9982445,2024-09-01,Mortgage,FHA mortgage,Struggling to pay mortgage,"An existing modification, forbearance plan, short sale, or other loss mitigation relief","Shellpoint Partners, LLC",CA,"I was provided on XX/XX/XXXX and since then I have been asking XXXX XXXX provide all the fee and what is debit {$640.00} by supervisor XXXX XXXX.
Since XX/XX/XXXX XXXX XXXX has refused to provide an additional {$640.00} debit fee is for and if is it within not to provide me the answer.
I also email the same request to single point of contact since than he has XXXX XXXX who also refused to provide the answer. XXXX keeps telling us to send emails to different emails.
The amount of {$640.00} is hidden cost service is illegally charging me.
I have been paying my own homeowners insurance since XXXX now I am forced to buy insurance by servicer.
I have been refused by supervisor XXXX he will not remove homeowners insurance.
In XXXX homeowners insurance is not required by law but mortgage company can request homeowner to buy homeowner insurance.",Closed with explanation,N/A
9982418,2024-09-01,Mortgage,Conventional home mortgage,Trouble during payment process,Loan sold or transferred to another company,"Shellpoint Partners, LLC",FL,"The Company Newrez LLC merged or took over SLS which was the prior servicer of the loan that acquired or serviced the loan from XXXX XXXX. This has been a disaster from the beginning. There was incomplete transfer of payment information. There has been no attempt or investigation on their part to complete that transfer. It is left to the customer to prove that they paid or double pay whatever payment information was not transferred over. They are alleging that I did not pay 2 months mortgage- XXXX and XXXX. I send them proof of payment- the receipt they sent to me of payment. they claim this was not enough. This has been going on since XX/XX/year>. I then sent them Bank statements from XXXX showing withdrawal each month of the mortgage amount to the company. They have gone silent. With no resolution of this issue. In the meantime, my credit score have gone from XXXX to XXXX. I am unable to refinance or apply for any loans to get out from under this nightmare and they are charging me late fees and all kind of fees while I am being held ransom by their incompetence or fraud or scam. I have been calling weekly since XXXX to get this resolved. The department- Loan Servicing Department that is supposed to be handling this does not take calls, only email and have has not responded to any emails- ever! I have sent multiple emails to supervisors, anyone who will listen ; Nothing.
In the meantime, my credit scores that I have spent a lifetime building tanks! and I am unable to attempt to refinance because of the abysmal score. I usually take mortgages out with big banks and if I use a regional bank it is usually bought by a bigger bank. I have never heard of this servicer but this is the worst experience I have had with a mortgage. The absolute worse! They should not be in this business ; any business for that matter.
They are untrustworthy!
Who are their regulators! They need to be investigated! Something is amiss! All the dots aren't connecting with this company!

This is BASIC!!

The regulators ; SEC needs to go in with a fine tooth comb ; something is going on with this company!!
XXXX",Closed with explanation,N/A
9982387,2024-09-01,Mortgage,Conventional home mortgage,Struggling to pay mortgage,Foreclosure,WELLS FARGO & COMPANY,OH,"Wells Fargo did not help with my mortgage loan modification and they foreclosed on my beautiful home XXXX of XXXX. I have suffered with the loss of my beautiful family home with the wonderful memories of raising my children there. I feel I should have been notified of the class action loan modification by Wells Fargo however I have not received any information. I had a Wells Fargo home loan from XXXX until they foreclosed in XXXX. There were times I called them and I was told they could not find who held my loan. I was lied to, they set up crazy accounts, and given me the run around. I feel like I may have fell through the cracks. I do not trust Wells Fargo in regards too what really happened with my mortgage loan. I am a hard working XXXX XXXX my credit has suffered for years. I had to pay extra for my car insurance due to bad credit a security deposit for my gas and electric. I had to pay extra security deposit to rent so I had some place to live. This has had an effect on my well being and my children 's well being. Please see what can be done for me. Thank you.",Closed with explanation,N/A
9981738,2024-09-01,Mortgage,Conventional home mortgage,Trouble during payment process,"Escrow, taxes, or insurance",WELLS FARGO & COMPANY,CA,"In addition to my complaint XXXX I found out that the Wells Fargo Home Mortgage failed to pay my taxes in time and got a delinquent utility service fee for {$1400.00} that they charged me with. I believe they must pay the fees that were a result of their mistakes. I paid my mortgage regularly, I never was late. I can provide a copy of taxes bill that shows the fee of {$1400.00} and the escrow report that charged me for that money.",Closed with explanation,N/A
9981722,2024-09-01,Mortgage,Conventional home mortgage,Trouble during payment process,Payment process,WELLS FARGO & COMPANY,IN,"1. I requested documentation and proof from Wells Fargo that they applied mortgage payments to my mortgage.
2. I requested the name, address & phone number of the law form representing the {$3.00} XXXX Fine levied by The Consumer Financial Protection Bureau. Wells Fargo refused to provide me that information. Wells Fargo refused to Modify my mortgage for 14 years as they placed it into Foreclosure.
3. Wells Fargo misrepresented the fact that my mortgage was in Foreclosure for 14 years to the IHCDA ( Indiana Housing Community Development Authority ) for XXXX financial assistance.
4. Wells Fargo stated to them my mortgage was in default for only 1 1/2 months and that I was eligible for only {$2000.00}.
I asked Wells Fargo to send the correct information to Indiana Housing Community Development Authority.
5. Wells Fargo declined to provide the correct information to teh IHCDA even though they had the case number beginning in XX/XX/XXXX!
6. Wells Fargo sent my servicing contract to XXXXXXXX XXXX XXXXXXXX, XXXX XXXXXXXX XXXX XXXXXXXX XXXX, XXXXXXXX XXXX XXXXXXXX on XX/XX/XXXX.
7. Wells Fargo refused to communicate with me after that date.
XXXX. Wells Fargo refuses to communicate or provide further information to CFPB.",Closed with explanation,N/A
9981360,2024-08-31,Mortgage,Conventional home mortgage,Struggling to pay mortgage,"An existing modification, forbearance plan, short sale, or other loss mitigation relief",Mr. Cooper Group Inc.,MA,"My loan got put into a review for a loss mitigation option on XX/XX/scrub>XXXX XXXX XXXX
XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX
However, we have maintained XXXX doing better and I work full time steadily now but I just need assistance to catch up.
I was advised I could be eligible for a Flex modification.
Since Ive asked to go into review for a loss mitigation, Ive received incorrect information multiple times, asked to send in an application when I didnt need to and on recorded line have been informed there were errors made by Mr . Cooper and that is what is causing the delay in the Flex modification review. It is now XX/XX/XXXXXXXX XXXX and my loan is still in review with no accurate answers.
Ive received demand letters though from Mr. Cooper.
This has affected my health, Ive emailed and called multiple times with no answer or resolution.",Closed with explanation,N/A
9981050,2024-08-31,Mortgage,FHA mortgage,Trouble during payment process,Payment process,"BANK OF AMERICA, NATIONAL ASSOCIATION",CA,Bank of America has repeatedly denied taking my payment. Were are in litigation and have been for over a year. Payments are still due yet they refuse to take my payment when I call. They revoked my online access to make payments. My hands are tied here and requesting help. This is insanity.,Closed with non-monetary relief,N/A
9980844,2024-08-31,Mortgage,Conventional home mortgage,Struggling to pay mortgage,"Trying to communicate with the company to fix an issue related to modification, forbearance, short sale, deed-in-lieu, bankruptcy, or foreclosure","Shellpoint Partners, LLC",OK,I have made every payment on this note with certified fund to make sure that the payment are made and on time. They hold money and then say that the amount are not correct each month. I got there letter about changes in insurance and they still did not apply it to the escrow. I will not make a change in the amount with out a notice of some kind of change. I send the mail certified so that I have the notice that all payments are received. This company is very difficult to deal with and does not seam to get this corrected. I have tried to get to XXXX that holds the true note. I want the late fee removed and the credit bureau updated. This is not late.,Closed with explanation,N/A
9980712,2024-09-02,Mortgage,FHA mortgage,Trouble during payment process,Private mortgage insurance (PMI),U.S. BANCORP,MN,"I have requested several times to have the PMI removed from my loan. The rule, per US Bank is 20 % equity, which I have had since XXXX I'm still paying this even though the value of the home has maintained well over 20 % equity for years. I'm requesting assistance in enforcing their own rules in having this removed.",Closed with explanation,N/A
9980189,2024-08-31,Mortgage,FHA mortgage,Applying for a mortgage or refinancing an existing mortgage,Trying to communicate with the company to fix an issue with the application process,"BANK OF AMERICA, NATIONAL ASSOCIATION",NJ,I attempted to get a property modification for my house at XXXX XXXX XXXX XXXX NJ XXXX ( XXXX ) times. They never responded with a answer. This is a violation of federal law. They have violated my Constitutional rights under the 5th and the 14 amendments. No person shall be denied the right of life liberty or property without due process. They have also been investigated under the RECO Act and have had many class action suits against them. I'm a XXXX XXXX XXXX XXXX  and living in a basement because of their actions. I have contacted the XXXX FBI Banking commission and now your office. I'm also going to contact XXXX to get the information out.,Closed with explanation,N/A
9999975,2024-09-03,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,"EQUIFAX, INC.",SC,"Upon reviewing my credit report, I identified multiple accounts that appear to be fraudulent and were added without my consent.",Closed with explanation,N/A
9999970,2024-09-03,Debt collection,Other debt,Written notification about debt,Didn't receive notice of right to dispute,"Aargon Agency, Inc.",MI,sent letters to aargon agency asking for validation of debt after the 30 day mark I didn't know the account had been sent to them the original account was with XXXXXXXX XXXX neither company never notified me see previous complaint with cfpb XXXX aargon replied the debt is verified when I never received anything in the mail from them I want proof these things were sent to me I have the right by law 15 u.s.c. 1681i I have filed a complaint with the ftc and if this is not resolved I will be contacting an attorney aargon has no proof these documents were sent to me ... .also the dates in aargons cfpb response don't match up with what is on my credit report..,Closed with explanation,N/A
9999754,2024-09-03,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,"EQUIFAX, INC.",WA,"Upon carefully reviewing my recent credit report, I identified several fraudulent accounts that appear to have been added without my authorization.",Closed with explanation,N/A
9999673,2024-09-03,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,"EQUIFAX, INC.",GA,"Upon closely reviewing my latest credit report, I found multiple accounts that I believe to be fraudulent and added without my consent.",Closed with non-monetary relief,N/A
9999384,2024-09-03,Debt collection,Credit card debt,Attempts to collect debt not owed,Debt is not yours,"Portfolio Recovery Associates, LLC",LA,"THIS IS NOT A DUPLICATE On XXXX XXXX XXXX I submitted a complaint to the Consumer Financial Protection Bureau ( CFPB ) regarding a collection account with Portfolio Recovery Associates related to XXXX XXXX XXXX XXXX. I requested specific documentation from Portfolio Recovery Associates, including the assignment contract and full payment history from XXXX XXXX to the last payment made on XXXX XXXX XXXX

Key Issues : Incomplete Documentation Provided by Portfolio Recovery Associates : Portfolio Recovery Associates provided a summary of payments starting from XXXX XXXX, rather than the full payment history from XXXX XXXX as requested.

The documentation provided confirms that my last payment on the account was indeed made on XXXX XXXX XXXX, which aligns with my previous claim. This confirms that the account is past the statute of limitations for an open account under Louisiana law, which is 3 years as per Louisiana Civil Code Article 3494.

Improper Charge-Off by XXXX XXXX : At the time, I was recovering from being hospitalized with XXXX. I contacted XXXXXXXX XXXX  to resolve the payment issues and to accept an offer made on XXXX XXXX XXXX, to remove the fee and get on a payment plan. However, despite my efforts, I was denied this opportunity, and the account was charged off on XXXX XXXX XXXX, two days before I could make the minimum payment of {$590.00}.
The documents provided by Portfolio Recovery Associates show that XXXX XXXX  charged off the account on XXXX XXXX XXXX, before the given due date of XXXX XXXX XXXX, for a minimum payment of {$590.00}. This suggests that XXXX XXXX charged off the account prematurely, before giving me the opportunity to make the minimum payment.
According to 12 C.F.R. 1026.7 ( b ), which requires that creditors must fairly apply payments and not engage in practices that could be deemed unfair, charging off an account before the due date for a minimum payment may be considered a violation of this requirement. XXXX XXXX  should have allowed until the due date ( XXXXXXXX XXXX XXXX  ) to charge off the account.
Statute of Limitations : As confirmed by the documentation provided, my last payment on the account was made on XXXX XXXX XXXX Under Louisiana Civil Code Article 3494, the statute of limitations for an open account is 3 years from the date of the last payment, which means this account is past the statute of limitations and should not be subject to further collection efforts.
Legal Violations : Fair Credit Reporting Act ( FCRA ) Violations : Portfolio Recovery Associates and XXXX XXXX XXXX continued reporting of this account, despite it being past the statute of limitations, constitutes a violation of the FCRA. This section mandates that credit reporting agencies must report accurate information, and any unverifiable or outdated information must be deleted.
Violation of 12 C.F.R. 1026.7 ( b ) : XXXXXXXX XXXX XXXX  decision to charge off the account two days before the due date for the minimum payment may be a violation of the Truth in Lending Act regulations. Creditors are required to apply payments fairly and give consumers a reasonable opportunity to make payments before taking adverse actions like charging off the account.",Closed with explanation,N/A
9999266,2024-09-03,Debt collection,I do not know,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,"EQUIFAX, INC.",TX,"I recognize the importance of removing any incorrect information from my credit report as specified by FCRA 605B. Could you please review the attached documents? I've noticed discrepancies in several accounts, which is quite concerning.",Closed with explanation,N/A
9999255,2024-09-03,Debt collection,Private student loan debt,Written notification about debt,Didn't receive enough information to verify debt,TRANSWORLD SYSTEMS INC,TN,Received a letter from Transworld Systems Incorporated stating that I have a XXXX loan and have till the end of XXXX to sgin up for a program through them. First I've never applied for a XXXX loan. What are my options?,Closed with explanation,N/A
9999184,2024-09-03,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,Experian Information Solutions Inc.,TX,"I want to stress that I did not give written permission for these specific transactions to be included in my consumer report. At no point did I authorize these entries, and their presence on my report is unwarranted. Consequently, I am formally requesting that these accounts be blocked and removed from my report immediately.

It is important to clarify that this request is not due to any error or negligence on my part. There has been no oversight or misunderstanding on my end. Instead, this issue arises solely from the fact that I did not explicitly authorize the inclusion of these transactions in my report. I am diligent about maintaining the accuracy and privacy of my financial records, and these unauthorized entries compromise that integrity.

I trust that you will handle this matter with the urgency and seriousness it deserves. Please confirm the removal of these transactions from my report as soon as possible. Thank you for your prompt attention to this issue.",Closed with explanation,N/A
9999154,2024-09-03,Debt collection,Telecommunications debt,Written notification about debt,Didn't receive notice of right to dispute,"Kriya Capital, LLC",FL,"Dear Consumer Financial Protection Bureau, I am writing to formally file a complaint against a collection agency that has placed a collection on my consumer report without adhering to the legal requirements outlined in federal law. Below are the specific violations I believe have occurred : 1. Failure to Provide Validation Information ( 12 CFR 1006.34 ( b ) ( 5 ) ) : The collection agency has not provided the necessary validation information as required under 12 CFR 1006.34 ( b ) ( 5 ). Despite this, they have reported a collection account on my consumer report, which is unlawful without proper validation.


2. Lack of Opportunity to Dispute ( 12 CFR 1006.34 ( c ) ( 4 ) ( i ) ) : I have not been given the opportunity to dispute the account according to 12 CFR 1006.34 ( c ) ( 4 ) ( i ). This failure to provide me with the ability to contest the validity of the debt before reporting it is a clear violation of my consumer rights.


3. Misleading and Deceptive Practices : The collection agency has employed false, misleading, and deceptive means in their attempts to collect the debt. This is a violation of federal law, which prohibits such practices when interacting with consumers.


4. Unauthorized Reporting to Consumer Reporting Agencies ( 12 CFR 1006.34 ( d ) and 15 USC 1681-S2 ( 7 ) ( A ) ) : The collection agency has no authority to furnish any account information to consumer reporting agencies without first providing all required disclosures. Their actions are in clear violation of 12 CFR 1006.34 ( d ) and 15 USC 1681-S2 ( 7 ) ( A ), which mandate specific procedures and disclosures before a debt can be reported to credit bureaus.


I request that the CFPB investigate these violations and take appropriate action to ensure that my consumer rights are protected. I also seek the removal of the erroneous collection account from my consumer report and any other remedy deemed necessary to rectify this situation.


Thank you for your attention to this matter. I look forward to your prompt response and resolution.",Closed with non-monetary relief,N/A
9999126,2024-09-04,Debt collection,Telecommunications debt,Written notification about debt,Didn't receive notice of right to dispute,"Eastern Account Systems of Connecticut, Inc.",FL,"Dear Consumer Financial Protection Bureau, I am writing to formally file a complaint against a collection agency that has placed a collection on my consumer report without adhering to the legal requirements outlined in federal law. Below are the specific violations I believe have occurred : 1. Failure to Provide Validation Information ( 12 CFR 1006.34 ( b ) ( 5 ) ) : The collection agency has not provided the necessary validation information as required under 12 CFR 1006.34 ( b ) ( 5 ). Despite this, they have reported a collection account on my consumer report, which is unlawful without proper validation.

2. Lack of Opportunity to Dispute ( 12 CFR 1006.34 ( c ) ( 4 ) ( i ) ) : I have not been given the opportunity to dispute the account according to 12 CFR 1006.34 ( c ) ( 4 ) ( i ). This failure to provide me with the ability to contest the validity of the debt before reporting it is a clear violation of my consumer rights.

3. Misleading and Deceptive Practices : The collection agency has employed false, misleading, and deceptive means in their attempts to collect the debt. This is a violation of federal law, which prohibits such practices when interacting with consumers.

4. Unauthorized Reporting to Consumer Reporting Agencies ( 12 CFR 1006.34 ( d ) and 15 USC 1681-S2 ( 7 ) ( A ) ) : The collection agency has no authority to furnish any account information to consumer reporting agencies without first providing all required disclosures. Their actions are in clear violation of 12 CFR 1006.34 ( d ) and 15 USC 1681-S2 ( 7 ) ( A ), which mandate specific procedures and disclosures before a debt can be reported to credit bureaus.

I request that the CFPB investigate these violations and take appropriate action to ensure that my consumer rights are protected. I also seek the removal of the erroneous collection account from my consumer report and any other remedy deemed necessary to rectify this situation.

Thank you for your attention to this matter. I look forward to your prompt response and resolution.",Closed with explanation,N/A
9999085,2024-09-03,Debt collection,Credit card debt,Written notification about debt,Didn't receive notice of right to dispute,"Portfolio Recovery Associates, LLC",CO,"I am a victim of identity theft. The information listed below, which appears on my credit report, does not relate to any transactions that I have made. It is the result of identity theft.",Closed with explanation,N/A
9999052,2024-09-03,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,"Aldous & Associates, PLLC",TX,"I had a personal trainer agreement with XXXX, which I choose to end under the terms of the contract. I completed the online ONLY cancellation form, talked/texted with the fitness manager shortly after submitting the form, who agreed to cancel. I paid the requited half of the total amount due via monthly payments. XXXX tried to make me pay the entire amount after meeting my obligation.",Closed with explanation,N/A
9999039,2024-09-04,Debt collection,Other debt,Attempts to collect debt not owed,Debt is not yours,"EQUIFAX, INC.",IL,"I kindly demand the removal of these inaccurate accounts from my credit report, as I never authorized their use. It is essential that you swiftly erase this misleading information from my records.",Closed with non-monetary relief,N/A
9999022,2024-09-04,Debt collection,I do not know,Attempts to collect debt not owed,Debt was result of identity theft,Experian Information Solutions Inc.,GA,Could you please take a moment to review and examine the attached documents? I believe your expertise will be invaluable in ensuring their accuracy and completeness. Your feedback and insights would be greatly appreciated. Thank you for your time and consideration in this matter.,Closed with explanation,N/A
9999007,2024-09-04,Debt collection,I do not know,Communication tactics,"You told them to stop contacting you, but they keep trying",ENCORE CAPITAL GROUP INC.,OH,"15 U.S. code 1692c Without the prior consent of the consumer given directly to the debt collector or the express permission of a court of competent jurisdiction, a debt collector may not communicate with a consumer in connection with the collection of any debt.",Closed with non-monetary relief,N/A
9998981,2024-09-04,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,Experian Information Solutions Inc.,TX,"I want to stress that I did not give written permission for these specific transactions to be included in my consumer report. At no point did I authorize these entries, and their presence on my report is unwarranted. Consequently, I am formally requesting that these accounts be blocked and removed from my report immediately.

It is important to clarify that this request is not due to any error or negligence on my part. There has been no oversight or misunderstanding on my end. Instead, this issue arises solely from the fact that I did not explicitly authorize the inclusion of these transactions in my report. I am diligent about maintaining the accuracy and privacy of my financial records, and these unauthorized entries compromise that integrity.

I trust that you will handle this matter with the urgency and seriousness it deserves. Please confirm the removal of these transactions from my report as soon as possible. Thank you for your prompt attention to this issue.",Closed with explanation,N/A
9998979,2024-09-03,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,"Portfolio Recovery Associates, LLC",WI,"Sent several letters to verify debt in XX/XX/year> & XX/XX/year> to confirm debt owed to company sending invoices to collect XXXX. Company repeatedly sent letters from the company they purchased my information from. I do not have a contract with Portfolio Recovery Associates , LLC",Closed with explanation,N/A
9998969,2024-09-04,Debt collection,Medical debt,Written notification about debt,Notification didn't disclose it was an attempt to collect a debt,"Lockhart, Morris & Montgomery Inc.",MI,"I have a debt that has now been listed on my credit as unpaid but I never received any correspondence about this debt. I have always had medical insurance to cover any medical expenses. My insurance shouldve covered any medical expenses. If I wouldve received communication about this, it couldve been rectified prior to it being reported on my credit.",Closed with explanation,N/A
9998938,2024-09-04,Debt collection,Credit card debt,Took or threatened to take negative or legal action,Threatened to arrest you or take you to jail if you do not pay,CAPITAL ONE FINANCIAL CORPORATION,IL,On Tuesday XX/XX/year> at approximately XXXX XXXX the XXXX XXXX XXXX XXXX Department came to my place of residence and gave me paperwork on behalf of XXXX XXXX XXXX.,Closed with non-monetary relief,N/A
9998936,2024-09-04,Debt collection,Rental debt,Written notification about debt,Didn't receive notice of right to dispute,TRANSWORLD SYSTEMS INC,GA,"I am writing to file a complaint against XXXX XXXX XXXX XXXX XXXX XXXX Collections.

In XXXX and XXXX, I was a tenant at XXXX XXXX XXXX XXXX XXXX During my tenancy, I experienced significant issues, including a missing lease, moldy conditions, and lack of maintenance. Due to these problems, I filed a counter-suit against the apartment complex after receiving an eviction notice.

Throughout my tenancy, I had extensive communication with the corporate offices of XXXX XXXX XXXX XXXX XXXX documenting my concerns and seeking resolution. Ultimately, the case was settled out of court.

Despite the settlement, XXXX XXXX has continued to pursue me for payment, claiming that I still owe a balance. This is a violation of the settlement agreement and XXXX also violate the Fair Debt Collection Practices Act.

XXXX XXXX never contacted me directly before I received the email about the {$0.00} balance. I learned about the debt only after receiving this email and calling the company. This is a violation of 15 U.S.C. 1692e, which requires debt XXXX to provide consumers with a validation notice within five days of their initial communication.

I am requesting that the CFPB investigate these matters and take appropriate action against XXXX XXXX XXXX XXXX XXXX XXXX XXXX, including requiring them to cease all collection activity related to the disputed debt and provide a letter to the credit bureaus to correct any errors on my credit report.",Closed with explanation,N/A
